Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,time,Date,Time,Weekday,Sentiment_encode,Sentiment_Category
excitement build countdown longawaited vacation begin,Excitement,2023-01-10 12:00:00,VacationDreamer,Instagram,"['#Excitement', '#VacationCountdown']",30.0,60.0,France,2023,1,10,12,2023-01-10 12:00:00,2023-01-10,12:00:00,1,76,neutre
reflecting life journey grateful lesson learned,Gratitude,2018-12-05 08:45:00,LifeLearner,Twitter,"['#Gratitude', '#LifeLessons']",35.0,70.0,Brazil,2018,12,5,8,2018-12-05 08:45:00,2018-12-05,08:45:00,2,90,neutre
bittersweet emotion arise bidding farewell dear friend,Bittersweet,2020-03-15 18:30:00,FarewellSender,Instagram,"['#Bittersweet', '#Farewell']",20.0,40.0,Japan,2020,3,15,18,2020-03-15 18:30:00,2020-03-15,18:30:00,6,22,neutre
curiosity sparked exploring mysterious ancient ruin,Curiosity,2016-08-22 15:10:00,HistoryExplorer,Facebook,"['#Curiosity', '#AncientDiscovery']",18.0,35.0,Greece,2016,8,22,15,2016-08-22 15:10:00,2016-08-22,15:10:00,0,46,neutre
admiration intricate detail handcrafted masterpiece,Admiration,2019-08-20 16:00:00,CraftEnthusiast,Instagram,"['#Admiration', '#HandcraftedArt']",25.0,50.0,USA,2019,8,20,16,2019-08-20 16:00:00,2019-08-20,16:00:00,1,2,neutre
overjoyed warmth cozy fireplace winter evening,Overjoyed,2021-12-08 19:30:00,WinterLover,Twitter,"['#Overjoyed', '#WinterWarmth']",18.0,35.0,Canada,2021,12,8,19,2021-12-08 19:30:00,2021-12-08,19:30:00,2,141,négatif
inspiration strike observing color vibrant sunset,Inspiration,2020-06-10 20:45:00,SunsetWatcher,Instagram,"['#Inspiration', '#ColorfulSunset']",30.0,60.0,UK,2020,6,10,20,2020-06-10 20:45:00,2020-06-10,20:45:00,2,108,positif
motivated achieve fitness goal invigorating workout,Motivation,2022-02-28 07:15:00,FitnessJunkie,Facebook,"['#Motivation', '#FitnessGoals']",40.0,80.0,Australia,2022,2,28,7,2022-02-28 07:15:00,2022-02-28,07:15:00,0,132,neutre
gratitude simple joy found cup morning coffee,Gratitude,2017-04-15 08:00:00,CoffeeLover,Twitter,"['#Gratitude', '#MorningCoffee']",22.0,45.0,India,2017,4,15,8,2017-04-15 08:00:00,2017-04-15,08:00:00,5,90,positif
feeling empowered conquering challenging hiking trail,Empowerment,2018-09-05 14:20:00,HikingExplorer,Instagram,"['#Empowerment', '#HikingAdventure']",35.0,70.0,USA,2018,9,5,14,2018-09-05 14:20:00,2018-09-05,14:20:00,2,66,positif
amused antic playful kitten playtime,Amusement,2022-10-22 12:45:00,KittyObserver,Facebook,"['#Amusement', '#PlayfulKittens']",15.0,30.0,Canada,2022,10,22,12,2022-10-22 12:45:00,2022-10-22,12:45:00,5,9,neutre
contemplating life mystery starry night sky,Contemplation,2016-07-02 23:30:00,Stargazer,Twitter,"['#Contemplation', '#StarryNight']",28.0,55.0,UK,2016,7,2,23,2016-07-02 23:30:00,2016-07-02,23:30:00,5,39,neutre
joyful reunion longlost friend year separation,JoyfulReunion,2020-11-18 17:10:00,FriendshipRenewal,Instagram,"['#JoyfulReunion', '#Friendship']",20.0,40.0,India,2020,11,18,17,2020-11-18 17:10:00,2020-11-18,17:10:00,2,118,neutre
excitement build preparing surprise celebration,Excitement,2023-03-05 15:00:00,CelebrationPlanner,Facebook,"['#Excitement', '#SurpriseCelebration']",30.0,60.0,Australia,2023,3,5,15,2023-03-05 15:00:00,2023-03-05,15:00:00,6,76,neutre
satisfaction derived successfully completing diy project,Satisfaction,2015-12-01 11:30:00,DIYEnthusiast,Twitter,"['#Satisfaction', '#DIYProject']",25.0,50.0,USA,2015,12,1,11,2015-12-01 11:30:00,2015-12-01,11:30:00,1,165,positif
feeling blessed supportive community time need,Blessed,2021-09-10 09:45:00,CommunityHelper,Instagram,"['#Blessed', '#SupportiveCommunity']",18.0,35.0,UK,2021,9,10,9,2021-09-10 09:45:00,2021-09-10,09:45:00,4,23,positif
captivated serenity tranquil garden full bloom,Serenity,2018-05-12 14:20:00,GardenEnthusiast,Facebook,"['#Serenity', '#TranquilGarden']",22.0,45.0,Canada,2018,5,12,14,2018-05-12 14:20:00,2018-05-12,14:20:00,5,166,positif
anticipation upcoming adventure exotic destination,Anticipation,2022-07-25 10:00:00,Wanderlust,Twitter,"['#Anticipation', '#AdventureAwaits']",40.0,80.0,India,2022,7,25,10,2022-07-25 10:00:00,2022-07-25,10:00:00,0,11,positif
reflecting personal growth achieved life experience,Reflection,2019-03-08 18:30:00,GrowthSeeker,Instagram,"['#Reflection', '#PersonalGrowth']",35.0,70.0,USA,2019,3,8,18,2019-03-08 18:30:00,2019-03-08,18:30:00,4,152,neutre
nostalgic memory flood revisiting childhood favorite,Nostalgia,2017-01-28 21:15:00,ChildhoodMemories,Facebook,"['#Nostalgia', '#ChildhoodFavorites']",20.0,40.0,Australia,2017,1,28,21,2017-01-28 21:15:00,2017-01-28,21:15:00,5,136,neutre
appreciation vibrant culture experienced travel,Appreciation,2016-11-14 13:45:00,CultureExplorer,Twitter,"['#Appreciation', '#CulturalExperience']",28.0,55.0,UK,2016,11,14,13,2016-11-14 13:45:00,2016-11-14,13:45:00,0,13,positif
confidence soar overcoming public speaking anxiety,Confidence,2020-04-02 17:30:00,PublicSpeaker,Instagram,"['#Confidence', '#OvercomingAnxiety']",15.0,30.0,USA,2020,4,2,17,2020-04-02 17:30:00,2020-04-02,17:30:00,3,35,neutre
contentment midst family gathering filled laughter,Contentment,2023-01-15 19:00:00,FamilyCelebration,Facebook,"['#Contentment', '#FamilyLaughter']",25.0,50.0,Canada,2023,1,15,19,2023-01-15 19:00:00,2023-01-15,19:00:00,6,40,positif
enthusiasm learning new skill expanding knowledge,Enthusiasm,2018-08-07 12:15:00,LifelongLearner,Twitter,"['#Enthusiasm', '#SkillBuilding']",30.0,60.0,India,2018,8,7,12,2018-08-07 12:15:00,2018-08-07,12:15:00,1,71,positif
surprise delight discovering hidden gem city,Surprise,2019-10-18 16:45:00,CityExplorer,Instagram,"['#Surprise', '#HiddenGem']",18.0,35.0,UK,2019,10,18,16,2019-10-18 16:45:00,2019-10-18,16:45:00,4,174,négatif
sense accomplishment completing challenging workout,Accomplishment,2022-06-30 07:00:00,FitnessAchiever,Facebook,"['#Accomplishment', '#FitnessSuccess']",22.0,45.0,Australia,2022,6,30,7,2022-06-30 07:00:00,2022-06-30,07:00:00,3,1,positif
wonderment beauty double rainbow rain,Wonderment,2017-06-12 18:20:00,RainbowChaser,Twitter,"['#Wonderment', '#DoubleRainbow']",35.0,70.0,USA,2017,6,12,18,2017-06-12 18:20:00,2017-06-12,18:20:00,0,188,neutre
optimism bright future amidst challenging time,Optimism,2021-07-05 09:30:00,FutureOptimist,Instagram,"['#Optimism', '#BrightFuture']",20.0,40.0,Canada,2021,7,5,9,2021-07-05 09:30:00,2021-07-05,09:30:00,0,140,positif
pride achieving personal milestone career progression,Pride,2016-04-15 14:50:00,CareerAchiever,Facebook,"['#Pride', '#CareerMilestone']",28.0,55.0,UK,2016,4,15,14,2016-04-15 14:50:00,2016-04-15,14:50:00,4,149,neutre
happiness bloom like flower garden sunny day,Happiness,2020-02-10 11:15:00,SunnyDayEnthusiast,Twitter,"['#Happiness', '#SunnyDay']",15.0,30.0,India,2020,2,10,11,2020-02-10 11:15:00,2020-02-10,11:15:00,0,92,positif
elation discovering rare book quaint bookstore,Elation,2018-09-22 16:30:00,Bookworm,Instagram,"['#Elation', '#RareBookDiscovery']",40.0,80.0,USA,2018,9,22,16,2018-09-22 16:30:00,2018-09-22,16:30:00,5,60,positif
curiosity piqued mystery ancient archaeological site,Curiosity,2015-11-08 10:00:00,ArchaeologyEnthusiast,Facebook,"['#Curiosity', '#AncientMysteries']",18.0,35.0,Australia,2015,11,8,10,2015-11-08 10:00:00,2015-11-08,10:00:00,6,46,neutre
mesmerized cosmic dance firefly moonlit night,Enchantment,2022-08-10 22:00:00,NightSkyObserver,Instagram,"['#Enchantment', '#CosmicFireflies']",25.0,50.0,Brazil,2022,8,10,22,2022-08-10 22:00:00,2022-08-10,22:00:00,2,67,neutre
intrigued symphony color abstract art exhibition,Intrigue,2019-04-05 17:30:00,ArtConnoisseur,Twitter,"['#Intrigue', '#AbstractArt']",18.0,35.0,France,2019,4,5,17,2019-04-05 17:30:00,2019-04-05,17:30:00,4,111,neutre
giggle joy echo air childrens playdate,PlayfulJoy,2020-12-15 15:45:00,PlayfulParent,Facebook,"['#PlayfulJoy', '#ChildrensPlaydate']",22.0,45.0,Japan,2020,12,15,15,2020-12-15 15:45:00,2020-12-15,15:45:00,1,145,positif
enveloped serenity practicing mindfulness lake,Mindfulness,2017-10-20 08:15:00,ZenSeeker,Instagram,"['#Mindfulness', '#LakeTranquility']",35.0,70.0,Canada,2017,10,20,8,2017-10-20 08:15:00,2017-10-20,08:15:00,4,129,neutre
chasing dream like kite soaring high vast open sky,DreamChaser,2021-02-28 13:00:00,SkyDreamer,Twitter,"['#DreamChaser', '#SkyHighDreams']",30.0,60.0,Australia,2021,2,28,13,2021-02-28 13:00:00,2021-02-28,13:00:00,6,58,positif
spellbound elegance ballroom dance crystal chandelier,Elegance,2018-06-12 20:30:00,DanceEnthusiast,Facebook,"['#Elegance', '#BallroomDance']",28.0,55.0,UK,2018,6,12,20,2018-06-12 20:30:00,2018-06-12,20:30:00,1,61,neutre
whimsical delight world fairy tale magical creature,Whimsy,2016-03-08 14:20:00,FairyTaleExplorer,Instagram,"['#Whimsy', '#MagicalWorld']",20.0,40.0,USA,2016,3,8,14,2016-03-08 14:20:00,2016-03-08,14:20:00,1,184,neutre
pensive contemplation amid ancient ruin forgotten civilization,Pensive,2023-04-18 17:10:00,RuinsExplorer,Twitter,"['#Pensive', '#AncientCivilization']",18.0,35.0,Greece,2023,4,18,17,2023-04-18 17:10:00,2023-04-18,17:10:00,1,143,neutre
embracing thrill speed rollercoasters exhilarating twist,Thrill,2020-07-25 12:45:00,RollercoasterFan,Facebook,"['#Thrill', '#RollercoasterAdventure']",22.0,45.0,Germany,2020,7,25,12,2020-07-25 12:45:00,2020-07-25,12:45:00,5,178,positif
harmony resonates musician play melody unity togetherness,Harmony,2019-11-30 19:30:00,MusicHarmonist,Instagram,"['#Harmony', '#MusicalUnity']",35.0,70.0,Sweden,2019,11,30,19,2019-11-30 19:30:00,2019-11-30,19:30:00,5,94,neutre
burst creativity quiet solitude artist studio,Creativity,2015-09-01 16:00:00,StudioArtist,Twitter,"['#Creativity', '#ArtistsHaven']",15.0,30.0,Italy,2015,9,1,16,2015-09-01 16:00:00,2015-09-01,16:00:00,1,43,neutre
radiant joy akin blooming flower sunkissed spring morning,Radiance,2022-05-05 10:15:00,SpringEnthusiast,Facebook,"['#Radiance', '#SpringBlooms']",25.0,50.0,Netherlands,2022,5,5,10,2022-05-05 10:15:00,2022-05-05,10:15:00,3,151,positif
sense wonder vastness cosmos stargazing night,Wonder,2018-07-08 23:00:00,CosmosExplorer,Instagram,"['#Wonder', '#StargazingAdventure']",40.0,80.0,South Africa,2018,7,8,23,2018-07-08 23:00:00,2018-07-08,23:00:00,6,187,neutre
rejuvenated salty breeze sound wave seaside,Rejuvenation,2021-09-20 14:30:00,SeaBreezeLover,Twitter,"['#Rejuvenation', '#SeasideEscape']",18.0,35.0,Spain,2021,9,20,14,2021-09-20 14:30:00,2021-09-20,14:30:00,0,154,positif
whisper inspiration rustling leaf serene forest,Inspiration,2016-11-15 11:45:00,ForestDreamer,Facebook,"['#Inspiration', '#ForestWhispers']",28.0,55.0,Portugal,2016,11,15,11,2016-11-15 11:45:00,2016-11-15,11:45:00,1,108,neutre
savoring warmth cup cocoa chilly winter evening,Coziness,2020-01-12 18:00:00,WinterWarmth,Instagram,"['#Coziness', '#WarmWinterEvening']",30.0,60.0,Switzerland,2020,1,12,18,2020-01-12 18:00:00,2020-01-12,18:00:00,6,41,négatif
heartfelt gratitude laughter shared family reunion,Gratitude,2017-12-28 19:15:00,FamilyGatherer,Facebook,"['#Gratitude', '#FamilyLaughter']",22.0,45.0,Austria,2017,12,28,19,2017-12-28 19:15:00,2017-12-28,19:15:00,3,90,neutre
embarking culinary adventure savoring exotic flavor around world,Adventure,2019-03-02 20:20:00,CulinaryExplorer,Twitter,"['#Adventure', '#CulinaryJourney']",35.0,70.0,Belgium,2019,3,2,20,2019-03-02 20:20:00,2019-03-02,20:20:00,5,5,positif
euphoria flood final puzzle piece click place,Euphoria,2022-06-08 15:30:00,PuzzleSolver,Instagram,"['#Euphoria', '#PuzzleCompletion']",20.0,40.0,Denmark,2022,6,8,15,2022-06-08 15:30:00,2022-06-08,15:30:00,2,75,neutre
aweinspired grandeur ancient cathedral intricate architecture,Awe,2018-08-18 14:45:00,CathedralVisitor,Facebook,"['#Awe', '#ArchitecturalGrandeur']",18.0,35.0,Czech Republic,2018,8,18,14,2018-08-18 14:45:00,2018-08-18,14:45:00,5,17,neutre
captivated ethereal beauty field filled firefly,Enchantment,2022-08-10 22:00:00,NightSkyObserver,Instagram,"['#Enchantment', '#FireflyField']",25.0,50.0,Brazil,2022,8,10,22,2022-08-10 22:00:00,2022-08-10,22:00:00,2,67,positif
immersed enchanting melody street musician violin,Melodic,2019-04-05 17:30:00,MusicLover,Twitter,"['#Melodic', '#StreetMusic']",18.0,35.0,France,2019,4,5,17,2019-04-05 17:30:00,2019-04-05,17:30:00,4,127,neutre
joyful laughter resonates lively summer carnival,FestiveJoy,2020-12-15 15:45:00,CarnivalGoer,Facebook,"['#FestiveJoy', '#SummerCarnival']",22.0,45.0,Japan,2020,12,15,15,2020-12-15 15:45:00,2020-12-15,15:45:00,1,81,positif
exploring universe within mindful meditation session,InnerJourney,2017-10-20 08:15:00,MindfulExplorer,Instagram,"['#InnerJourney', '#MeditationBliss']",35.0,70.0,Canada,2017,10,20,8,2017-10-20 08:15:00,2017-10-20,08:15:00,4,107,neutre
soaring like free spirit wind coastal cliff,Freedom,2021-02-28 13:00:00,CoastalExplorer,Twitter,"['#Freedom', '#CoastalAdventure']",30.0,60.0,Australia,2021,2,28,13,2021-02-28 13:00:00,2021-02-28,13:00:00,6,83,positif
dazzled elegance masquerade ball dazzling costume,Dazzle,2018-06-12 20:30:00,MasqueradeAttendee,Facebook,"['#Dazzle', '#MasqueradeElegance']",28.0,55.0,UK,2018,6,12,20,2018-06-12 20:30:00,2018-06-12,20:30:00,1,48,positif
whimsical delight world whimsical fairy tale,Whimsy,2016-03-08 14:20:00,FairyTaleAdventurer,Instagram,"['#Whimsy', '#FairyTaleMagic']",20.0,40.0,USA,2016,3,8,14,2016-03-08 14:20:00,2016-03-08,14:20:00,1,184,négatif
reflective contemplation amid ruin forgotten era,Reflection,2023-04-18 17:10:00,RuinsExplorer,Twitter,"['#Reflection', '#ForgottenEra']",18.0,35.0,Greece,2023,4,18,17,2023-04-18 17:10:00,2023-04-18,17:10:00,1,152,neutre
riding adrenaline rush rollercoasters wild twist,Adrenaline,2020-07-25 12:45:00,ThrillSeeker,Facebook,"['#Adrenaline', '#RollercoasterThrills']",22.0,45.0,Germany,2020,7,25,12,2020-07-25 12:45:00,2020-07-25,12:45:00,5,4,positif
harmony resonates musician play symphony unity,Harmony,2019-11-30 19:30:00,MusicHarmonist,Instagram,"['#Harmony', '#MusicalUnity']",35.0,70.0,Sweden,2019,11,30,19,2019-11-30 19:30:00,2019-11-30,19:30:00,5,94,neutre
burst artistic creativity quietude artist studio,ArtisticBurst,2015-09-01 16:00:00,StudioArtist,Twitter,"['#ArtisticBurst', '#StudioCreativity']",15.0,30.0,Italy,2015,9,1,16,2015-09-01 16:00:00,2015-09-01,16:00:00,1,16,positif
radiant joy akin blossoming flower sunlit spring morning,Radiance,2022-05-05 10:15:00,SpringEnthusiast,Facebook,"['#Radiance', '#SpringBlooms']",25.0,50.0,Netherlands,2022,5,5,10,2022-05-05 10:15:00,2022-05-05,10:15:00,3,151,positif
aweinspired vastness cosmos stargazing night,Wonder,2018-07-08 23:00:00,CosmosExplorer,Instagram,"['#Wonder', '#StargazingAdventure']",40.0,80.0,South Africa,2018,7,8,23,2018-07-08 23:00:00,2018-07-08,23:00:00,6,187,neutre
rejuvenated salty breeze sound wave seaside,Rejuvenation,2021-09-20 14:30:00,SeaBreezeLover,Twitter,"['#Rejuvenation', '#SeasideEscape']",18.0,35.0,Spain,2021,9,20,14,2021-09-20 14:30:00,2021-09-20,14:30:00,0,154,positif
whisper inspiration rustling leaf serene forest,Inspiration,2016-11-15 11:45:00,ForestDreamer,Facebook,"['#Inspiration', '#ForestWhispers']",28.0,55.0,Portugal,2016,11,15,11,2016-11-15 11:45:00,2016-11-15,11:45:00,1,108,neutre
savoring warmth cup cocoa chilly winter evening,Coziness,2020-01-12 18:00:00,WinterWarmth,Instagram,"['#Coziness', '#WarmWinterEvening']",30.0,60.0,Switzerland,2020,1,12,18,2020-01-12 18:00:00,2020-01-12,18:00:00,6,41,négatif
heartfelt gratitude laughter shared family reunion,Gratitude,2017-12-28 19:15:00,FamilyGatherer,Facebook,"['#Gratitude', '#FamilyLaughter']",22.0,45.0,Austria,2017,12,28,19,2017-12-28 19:15:00,2017-12-28,19:15:00,3,90,neutre
embarking culinary odyssey savoring flavor around world,CulinaryOdyssey,2019-03-02 20:20:00,CulinaryExplorer,Twitter,"['#CulinaryOdyssey', '#FlavorsAroundTheWorld']",35.0,70.0,Belgium,2019,3,2,20,2019-03-02 20:20:00,2019-03-02,20:20:00,5,45,neutre
euphoria flood final puzzle piece fit perfectly,Euphoria,2022-06-08 15:30:00,PuzzleSolver,Instagram,"['#Euphoria', '#PerfectPuzzle']",20.0,40.0,Denmark,2022,6,8,15,2022-06-08 15:30:00,2022-06-08,15:30:00,2,75,positif
awestruck grandeur ancient cathedral intricate architecture,Awe,2018-08-18 14:45:00,CathedralVisitor,Facebook,"['#Awe', '#ArchitecturalGrandeur']",18.0,35.0,Czech Republic,2018,8,18,14,2018-08-18 14:45:00,2018-08-18,14:45:00,5,17,neutre
curiosity awakened mystery ancient archaeological site,Curiosity,2015-11-08 10:00:00,ArchaeologyEnthusiast,Instagram,"['#Curiosity', '#AncientMysteries']",18.0,35.0,Australia,2015,11,8,10,2015-11-08 10:00:00,2015-11-08,10:00:00,6,46,neutre
giddy excitement first snowflake dance sky,Excitement,2020-12-02 17:30:00,SnowfallEnthusiast,Twitter,"['#Excitement', '#SnowfallMagic']",22.0,45.0,Canada,2020,12,2,17,2020-12-02 17:30:00,2020-12-02,17:30:00,2,76,positif
contentment envelops aroma freshly baked bread fill air,Contentment,2017-06-10 12:15:00,BreadLover,Instagram,"['#Contentment', '#FreshBreadAroma']",28.0,55.0,France,2017,6,10,12,2017-06-10 12:15:00,2017-06-10,12:15:00,5,40,positif
inspired resilience lone tree standing tall storm,Resilience,2021-04-15 14:20:00,NatureResilient,Facebook,"['#Resilience', '#StandingTall']",35.0,70.0,USA,2021,4,15,14,2021-04-15 14:20:00,2021-04-15,14:20:00,3,158,neutre
lost page captivating novel transported another world,Immersion,2019-09-28 19:45:00,Bookworm,Twitter,"['#Immersion', '#CaptivatingNovel']",20.0,40.0,UK,2019,9,28,19,2019-09-28 19:45:00,2019-09-28,19:45:00,5,105,positif
drenched nostalgia flipping old family photo album,Nostalgia,2016-12-05 21:00:00,FamilyHistorian,Instagram,"['#Nostalgia', '#FamilyPhotoAlbum']",25.0,50.0,India,2016,12,5,21,2016-12-05 21:00:00,2016-12-05,21:00:00,0,136,positif
spark inspiration ignites like shooting star night sky,Spark,2018-02-10 23:30:00,NightSkyWatcher,Facebook,"['#Spark', '#InspirationIgnited']",30.0,60.0,Australia,2018,2,10,23,2018-02-10 23:30:00,2018-02-10,23:30:00,5,171,neutre
imbued gratitude simple pleasure warm cup tea,Gratitude,2023-02-15 08:30:00,TeaEnthusiast,Twitter,"['#Gratitude', '#WarmTea']",18.0,35.0,Japan,2023,2,15,8,2023-02-15 08:30:00,2023-02-15,08:30:00,2,90,positif
marveling kaleidoscope color vibrant street market,Marvel,2015-08-22 15:00:00,MarketExplorer,Instagram,"['#Marvel', '#ColorfulStreetMarket']",22.0,45.0,Brazil,2015,8,22,15,2015-08-22 15:00:00,2015-08-22,15:00:00,5,125,positif
awash serenity sun set tranquil lakeside retreat,Serenity,2020-11-20 18:45:00,LakesideRetreater,Facebook,"['#Serenity', '#TranquilSunset']",28.0,55.0,Germany,2020,11,20,18,2020-11-20 18:45:00,2020-11-20,18:45:00,4,166,neutre
drowning sorrow memory lost love resurface,Heartbreak,2019-08-05 21:00:00,LostInLove,Instagram,"['#Heartbreak', '#LostLove']",15.0,30.0,USA,2019,8,5,21,2019-08-05 21:00:00,2019-08-05,21:00:00,0,97,positif
numbness set weight loneliness grows heavier,Loneliness,2021-02-12 16:45:00,SolitudeSeeker,Twitter,"['#Loneliness', '#HeavyHeart']",18.0,35.0,Canada,2021,2,12,16,2021-02-12 16:45:00,2021-02-12,16:45:00,4,121,neutre
tear fall like raindrop mourning end cherished friendship,Grief,2020-11-28 14:20:00,FriendshipsEnd,Facebook,"['#Grief', '#LostFriendship']",22.0,45.0,UK,2020,11,28,14,2020-11-28 14:20:00,2020-11-28,14:20:00,5,91,neutre
despair cloud mind feeling adrift endless sea darkness,Despair,2016-05-15 22:30:00,LostInDarkness,Instagram,"['#Despair', '#EndlessDarkness']",28.0,55.0,Australia,2016,5,15,22,2016-05-15 22:30:00,2016-05-15,22:30:00,6,50,négatif
shattered betrayal trust crumbles like fragile glass,Betrayal,2018-09-10 13:15:00,BrokenTrust,Twitter,"['#Betrayal', '#ShatteredTrust']",22.0,45.0,Germany,2018,9,10,13,2018-09-10 13:15:00,2018-09-10,13:15:00,0,19,neutre
aching heart symphony pain play silence solitude,Suffering,2022-03-20 19:30:00,SilentSufferer,Facebook,"['#Suffering', '#HeartacheSymphony']",25.0,50.0,Brazil,2022,3,20,19,2022-03-20 19:30:00,2022-03-20,19:30:00,6,173,neutre
emotional storm whirlwind sadness engulfs every thought,EmotionalStorm,2017-07-18 17:45:00,StormyFeelings,Instagram,"['#EmotionalStorm', '#SadnessWhirlwind']",30.0,60.0,India,2017,7,18,17,2017-07-18 17:45:00,2017-07-18,17:45:00,1,64,neutre
haunted regret ghost past lingers relentlessly,Regret,2018-12-15 10:00:00,LingeringGhost,Twitter,"['#Regret', '#HauntedPast']",18.0,35.0,France,2018,12,15,10,2018-12-15 10:00:00,2018-12-15,10:00:00,5,153,négatif
torn apart grief echo loss reverberate soul,Grief,2015-06-28 21:15:00,EchoesOfLoss,Facebook,"['#Grief', '#TornApart']",28.0,55.0,Italy,2015,6,28,21,2015-06-28 21:15:00,2015-06-28,21:15:00,6,91,négatif
isolation deepens emotional winter warmth distant memory,Isolation,2020-04-02 14:20:00,WinterOfEmotions,Instagram,"['#Isolation', '#EmotionalWinter']",35.0,70.0,Japan,2020,4,2,14,2020-04-02 14:20:00,2020-04-02,14:20:00,3,112,négatif
soulcrushing disappointment hope shattered like fragile glass,Disappointment,2019-10-08 18:30:00,ShatteredHopes,Twitter,"['#Disappointment', '#CrushedHopes']",20.0,40.0,Spain,2019,10,8,18,2019-10-08 18:30:00,2019-10-08,18:30:00,1,55,négatif
painful echo love cherished lost abyss time,LostLove,2016-11-22 09:45:00,AbyssOfTime,Facebook,"['#LostLove', '#PainfulEchoes']",22.0,45.0,Netherlands,2016,11,22,9,2016-11-22 09:45:00,2016-11-22,09:45:00,1,123,négatif
heartache deepens solitary journey abyss despair,Despair,2022-08-18 22:00:00,SolitaryDescent,Instagram,"['#Despair', '#AbyssOfHeartache']",40.0,80.0,South Africa,2022,8,18,22,2022-08-18 22:00:00,2022-08-18,22:00:00,3,50,neutre
melancholy lingers bittersweet serenade quietude solitude,Melancholy,2017-03-12 23:30:00,SerenadeOfSolitude,Twitter,"['#Melancholy', '#QuietSerenade']",18.0,35.0,UK,2017,3,12,23,2017-03-12 23:30:00,2017-03-12,23:30:00,6,126,neutre
bitterness like poison seeping every crevice wounded heart,Bitterness,2015-12-15 16:15:00,PoisonedHeart,Facebook,"['#Bitterness', '#WoundedHeart']",25.0,50.0,Australia,2015,12,15,16,2015-12-15 16:15:00,2015-12-15,16:15:00,1,21,neutre
emotional exhaustion weight world crushing weary shoulder,Exhaustion,2021-09-05 13:30:00,WearySoulCrushed,Instagram,"['#Exhaustion', '#CrushedSpirit']",35.0,70.0,Canada,2021,9,5,13,2021-09-05 13:30:00,2021-09-05,13:30:00,6,77,positif
sorrowful echo symphony pain played string loss,Sorrow,2018-05-22 20:45:00,StringsOfSorrow,Twitter,"['#Sorrow', '#SymphonyOfLoss']",18.0,35.0,Germany,2018,5,22,20,2018-05-22 20:45:00,2018-05-22,20:45:00,1,170,neutre
darkness descends engulfing soul shadow despair,Darkness,2016-07-10 18:20:00,SoulInShadow,Facebook,"['#Darkness', '#SoulEngulfed']",28.0,55.0,USA,2016,7,10,18,2016-07-10 18:20:00,2016-07-10,18:20:00,6,47,neutre
desperation whisper silent plea glimmer hope abyss,Desperation,2019-04-30 14:00:00,WhisperedDespair,Instagram,"['#Desperation', '#GlimmerOfHope']",22.0,45.0,France,2019,4,30,14,2019-04-30 14:00:00,2019-04-30,14:00:00,1,51,neutre
heart ruin remnant shattered dream scattered wind,Ruins,2022-01-08 11:30:00,DreamsInWind,Twitter,"['#Ruins', '#ShatteredDreams']",20.0,40.0,Brazil,2022,1,8,11,2022-01-08 11:30:00,2022-01-08,11:30:00,5,161,neutre
shattered echo shattered dream fragment hope scattered,Desolation,2017-09-10 19:15:00,DreamEchoes,Twitter,"['#Desolation', '#ScatteredHope']",20.0,40.0,Australia,2017,9,10,19,2017-09-10 19:15:00,2017-09-10,19:15:00,6,49,neutre
avoiding thorn regret walking barefoot path remorse,Regret,2022-04-18 11:30:00,RemorseWalker,Instagram,"['#Regret', '#PathOfRemorse']",25.0,50.0,Canada,2022,4,18,11,2022-04-18 11:30:00,2022-04-18,11:30:00,0,153,neutre
labyrinth grief wall echo footstep lost joy,Grief,2018-12-05 21:45:00,JoyLabyrinth,Facebook,"['#Grief', '#LostJoyFootsteps']",18.0,35.0,USA,2018,12,5,21,2018-12-05 21:45:00,2018-12-05,21:45:00,2,91,neutre
soul adrift sea solitude wave loneliness crashing relentlessly,Loneliness,2016-06-28 14:20:00,SolitudeSeas,Twitter,"['#Loneliness', '#CrashingWaves']",22.0,45.0,UK,2016,6,28,14,2016-06-28 14:20:00,2016-06-28,14:20:00,1,121,neutre
bitterness betrayal taste lingers staining palate trust,Bitterness,2019-10-22 17:00:00,PalateStainer,Instagram,"['#Bitterness', '#StainedTrust']",15.0,30.0,Germany,2019,10,22,17,2019-10-22 17:00:00,2019-10-22,17:00:00,1,21,neutre
ruin hope echo shattered dream whisper tale loss,Desolation,2021-03-15 22:45:00,HopeRuins,Facebook,"['#Desolation', '#WhisperedLoss']",28.0,55.0,Brazil,2021,3,15,22,2021-03-15 22:45:00,2021-03-15,22:45:00,0,49,neutre
sinking like stone ocean heartbreak ripple sigh despair,Heartbreak,2017-08-10 19:30:00,OceanSinker,Twitter,"['#Heartbreak', '#RippleOfDespair']",22.0,45.0,France,2017,8,10,19,2017-08-10 19:30:00,2017-08-10,19:30:00,3,97,neutre
tear ink staining page journal testament silent grief,Grief,2023-01-28 14:30:00,InkJournalist,Instagram,"['#Grief', '#SilentTears']",30.0,60.0,India,2023,1,28,14,2023-01-28 14:30:00,2023-01-28,14:30:00,5,91,négatif
